locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHGHJBNO_01805	CDS	774				putative ABC transporter ATP-binding protein
EHGHJBNO_01806	CDS	1173	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
EHGHJBNO_01807	CDS	723	mecA		COG4862	Adapter protein MecA
EHGHJBNO_01808	CDS	837	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EHGHJBNO_01809	CDS	1566	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EHGHJBNO_01810	CDS	744	tcyN_1	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
EHGHJBNO_01811	CDS	210				hypothetical protein
EHGHJBNO_01812	CDS	903				hypothetical protein
EHGHJBNO_01813	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EHGHJBNO_01814	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
EHGHJBNO_01815	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
EHGHJBNO_01816	CDS	1704	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
EHGHJBNO_01817	CDS	1053	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHGHJBNO_01818	CDS	936				hypothetical protein
EHGHJBNO_01819	CDS	1716	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EHGHJBNO_01820	CDS	387				hypothetical protein
EHGHJBNO_01821	CDS	342				hypothetical protein
EHGHJBNO_01822	CDS	165				hypothetical protein
EHGHJBNO_01823	CDS	1314	gtfB			UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
EHGHJBNO_01824	CDS	1500	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
EHGHJBNO_01825	CDS	2397	secA_2		COG0653	Protein translocase subunit SecA
EHGHJBNO_01826	CDS	558				hypothetical protein
EHGHJBNO_01827	CDS	1575	asp2			Accessory Sec system protein Asp2
EHGHJBNO_01828	CDS	1593	asp1			Accessory Sec system protein Asp1
EHGHJBNO_01829	CDS	1260	secY_2			Protein translocase subunit SecY
EHGHJBNO_01830	CDS	6627				hypothetical protein
EHGHJBNO_01831	CDS	891	glyG			Glycosyltransferase GlyG
EHGHJBNO_01832	CDS	1746	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHGHJBNO_01833	CDS	993	gtf3	2.4.1.-		Glucosyltransferase 3
EHGHJBNO_01834	CDS	879	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHGHJBNO_01835	CDS	963				hypothetical protein
EHGHJBNO_01836	CDS	1182	glyE_1			Glycosyltransferase GlyE
EHGHJBNO_01837	CDS	453				hypothetical protein
EHGHJBNO_01838	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EHGHJBNO_01839	CDS	447	rplM			50S ribosomal protein L13
EHGHJBNO_01840	CDS	507				hypothetical protein
EHGHJBNO_01841	CDS	171				hypothetical protein
EHGHJBNO_01842	CDS	864				DegV domain-containing protein
EHGHJBNO_01843	CDS	522				hypothetical protein
EHGHJBNO_01844	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EHGHJBNO_01845	CDS	1218				hypothetical protein
EHGHJBNO_01846	CDS	390				hypothetical protein
EHGHJBNO_01847	CDS	981				hypothetical protein
EHGHJBNO_01848	CDS	588				hypothetical protein
EHGHJBNO_01849	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EHGHJBNO_01850	CDS	861	lrp			Leucine-rich protein
EHGHJBNO_01851	CDS	1293	rssB			Regulator of RpoS
EHGHJBNO_01852	CDS	1650				hypothetical protein
EHGHJBNO_01853	CDS	606				hypothetical protein
EHGHJBNO_01854	CDS	1482				hypothetical protein
EHGHJBNO_01855	CDS	924	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
EHGHJBNO_01856	CDS	930	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
EHGHJBNO_01857	CDS	1881				hypothetical protein
EHGHJBNO_01858	CDS	867	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
EHGHJBNO_01859	CDS	2673	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
EHGHJBNO_01860	CDS	1287				hypothetical protein
EHGHJBNO_01861	CDS	2142				hypothetical protein
EHGHJBNO_01862	CDS	4452				hypothetical protein
EHGHJBNO_01863	CDS	399	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
EHGHJBNO_01864	CDS	1344	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EHGHJBNO_01865	CDS	618	cysE	2.3.1.30	COG1045	Serine acetyltransferase
EHGHJBNO_01866	CDS	2220	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
EHGHJBNO_01867	CDS	270	rpsO		COG0184	30S ribosomal protein S15
EHGHJBNO_01868	CDS	1284	pyrP			Uracil permease
EHGHJBNO_01869	CDS	312				hypothetical protein
EHGHJBNO_01870	CDS	510				hypothetical protein
EHGHJBNO_01871	CDS	1041				Nucleobase transporter PlUacP
EHGHJBNO_01872	CDS	231	xanP		COG2233	Xanthine permease XanP
EHGHJBNO_01873	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EHGHJBNO_01874	CDS	729	rluB_3	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EHGHJBNO_01875	CDS	627				hypothetical protein
EHGHJBNO_01876	CDS	1164				hypothetical protein
EHGHJBNO_01877	CDS	615	def_2	3.5.1.88	COG0242	Peptide deformylase
EHGHJBNO_01878	CDS	2343				hypothetical protein
EHGHJBNO_01879	CDS	885	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGHJBNO_01880	CDS	861				hypothetical protein
EHGHJBNO_01881	CDS	786				hypothetical protein
EHGHJBNO_01882	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EHGHJBNO_01883	CDS	1392	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EHGHJBNO_01884	CDS	1053	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EHGHJBNO_01885	CDS	1563	leuA	2.3.3.13		2-isopropylmalate synthase
EHGHJBNO_01886	CDS	234				hypothetical protein
EHGHJBNO_01887	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
EHGHJBNO_01888	CDS	249				hypothetical protein
EHGHJBNO_01889	CDS	903				IS110 family transposase ISSsu10
EHGHJBNO_01890	CDS	603				hypothetical protein
EHGHJBNO_01891	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
EHGHJBNO_01892	CDS	465				hypothetical protein
EHGHJBNO_01893	CDS	141				hypothetical protein
EHGHJBNO_01894	CDS	990	dhaQ		COG2376	DhaKLM operon coactivator DhaQ
EHGHJBNO_01895	CDS	546	dhaS			HTH-type dhaKLM operon transcriptional activator DhaS
EHGHJBNO_01896	CDS	990	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
EHGHJBNO_01897	CDS	576	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
EHGHJBNO_01898	CDS	375	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
EHGHJBNO_01899	CDS	711	glpF_2		COG0580	Glycerol uptake facilitator protein
EHGHJBNO_01900	CDS	1848	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EHGHJBNO_01901	CDS	1260		3.4.24.-		Putative zinc metalloprotease
EHGHJBNO_01902	CDS	807	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
EHGHJBNO_01903	CDS	756	uppS	2.5.1.-	COG0020	Isoprenyl transferase
EHGHJBNO_01904	CDS	324				hypothetical protein
EHGHJBNO_01905	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EHGHJBNO_01906	CDS	2232	gshAB			Glutathione biosynthesis bifunctional protein GshAB
EHGHJBNO_01907	CDS	3120				hypothetical protein
EHGHJBNO_01908	CDS	867	hslO			33 kDa chaperonin
EHGHJBNO_01909	CDS	1005	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
EHGHJBNO_01910	CDS	489	nadR_1		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
EHGHJBNO_01911	CDS	498				hypothetical protein
EHGHJBNO_01912	CDS	2451	clpC_2			ATP-dependent Clp protease ATP-binding subunit ClpC
EHGHJBNO_01913	CDS	459	ctsR		COG4463	Transcriptional regulator CtsR
EHGHJBNO_01914	CDS	339				hypothetical protein
EHGHJBNO_01915	CDS	627				hypothetical protein
EHGHJBNO_01916	CDS	1041	tsf		COG0264	Elongation factor Ts
EHGHJBNO_01917	CDS	777	rpsB			30S ribosomal protein S2
EHGHJBNO_01918	tRNA	71				tRNA-Cys(gca)
EHGHJBNO_01919	CDS	5079				hypothetical protein
EHGHJBNO_01920	CDS	540	nusG			Transcription termination/antitermination protein NusG
EHGHJBNO_01921	CDS	177				hypothetical protein
EHGHJBNO_01922	CDS	153	rpmG3		COG0267	50S ribosomal protein L33 3
EHGHJBNO_01923	CDS	2214	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
EHGHJBNO_01924	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
EHGHJBNO_01925	CDS	867	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EHGHJBNO_01926	CDS	813	purR		COG0503	Pur operon repressor
EHGHJBNO_01927	CDS	867				hypothetical protein
EHGHJBNO_01928	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
EHGHJBNO_01929	CDS	1239				hypothetical protein
EHGHJBNO_01930	CDS	633	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
EHGHJBNO_01931	CDS	660	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EHGHJBNO_01932	CDS	876	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EHGHJBNO_01933	tRNA	82				tRNA-Leu(cag)
EHGHJBNO_01934	CDS	1593	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGHJBNO_01935	CDS	1578		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EHGHJBNO_01936	CDS	2445				hypothetical protein
EHGHJBNO_01937	CDS	1731				hypothetical protein
EHGHJBNO_01938	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EHGHJBNO_01939	CDS	1155				hypothetical protein
EHGHJBNO_01940	CDS	306				hypothetical protein
EHGHJBNO_01941	CDS	288				hypothetical protein
EHGHJBNO_01942	CDS	369				hypothetical protein
EHGHJBNO_01943	CDS	591	rnmV	3.1.26.8	COG1658	Ribonuclease M5
EHGHJBNO_01944	CDS	783	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
EHGHJBNO_01945	CDS	138	rpmH		COG0230	50S ribosomal protein L34
EHGHJBNO_01946	CDS	996				hypothetical protein
EHGHJBNO_01947	CDS	813	misCA		COG0706	Membrane protein insertase MisCA
EHGHJBNO_01948	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
EHGHJBNO_01949	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EHGHJBNO_01950	CDS	1194	argG	6.3.4.5		Argininosuccinate synthase
EHGHJBNO_01951	CDS	549	niaX			Niacin transporter NiaX
EHGHJBNO_01952	CDS	528	nadR_2		COG1827	Transcription repressor NadR
EHGHJBNO_01953	CDS	876				hypothetical protein
EHGHJBNO_01954	CDS	501				hypothetical protein
EHGHJBNO_01955	CDS	948	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
EHGHJBNO_01956	CDS	1377	rocC		COG0833	Amino-acid permease RocC
EHGHJBNO_01957	CDS	1455	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EHGHJBNO_01958	CDS	1260				hypothetical protein
EHGHJBNO_01959	CDS	660				hypothetical protein
EHGHJBNO_01960	CDS	447			COG3279	putative HTH-type transcriptional regulator
EHGHJBNO_01961	CDS	6783				hypothetical protein
EHGHJBNO_01962	CDS	1221	glyE_2			Glycosyltransferase GlyE
EHGHJBNO_01963	CDS	759				putative protein
EHGHJBNO_01964	CDS	495	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
EHGHJBNO_01965	CDS	1254	radA	3.6.4.-	COG1066	DNA repair protein RadA
EHGHJBNO_01966	CDS	534				hypothetical protein
EHGHJBNO_01967	CDS	444	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
EHGHJBNO_01968	CDS	570				hypothetical protein
EHGHJBNO_01969	CDS	867				hypothetical protein
EHGHJBNO_01970	CDS	114				hypothetical protein
EHGHJBNO_01971	CDS	2109				hypothetical protein
EHGHJBNO_01972	CDS	630	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EHGHJBNO_01973	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
EHGHJBNO_01974	CDS	603	urdA	1.3.99.33		Urocanate reductase
EHGHJBNO_01975	CDS	1236				hypothetical protein
EHGHJBNO_01976	CDS	795				hypothetical protein
EHGHJBNO_01977	CDS	1785			COG1132	putative ABC transporter ATP-binding protein
EHGHJBNO_01978	CDS	1710			COG1132	putative ABC transporter ATP-binding protein
EHGHJBNO_01979	CDS	450				hypothetical protein
EHGHJBNO_01980	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EHGHJBNO_01981	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EHGHJBNO_01982	CDS	678	glpG	3.4.21.105		Rhomboid protease GlpG
EHGHJBNO_01983	CDS	543	yqgN		COG0212	putative protein YqgN
EHGHJBNO_01984	CDS	1128		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
EHGHJBNO_01985	CDS	699	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EHGHJBNO_01986	CDS	741	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
EHGHJBNO_01987	CDS	624				hypothetical protein
EHGHJBNO_01988	CDS	339				hypothetical protein
EHGHJBNO_01989	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
EHGHJBNO_01990	CDS	1422				hypothetical protein
EHGHJBNO_01991	CDS	549				hypothetical protein
EHGHJBNO_01992	CDS	528	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
EHGHJBNO_01993	CDS	1971	tkt	2.2.1.1		Transketolase
EHGHJBNO_01994	CDS	1092	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EHGHJBNO_01995	CDS	1689				hypothetical protein
EHGHJBNO_01996	CDS	618				hypothetical protein
EHGHJBNO_01997	CDS	717	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
EHGHJBNO_01998	CDS	864	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EHGHJBNO_01999	CDS	663	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
EHGHJBNO_02000	CDS	486	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EHGHJBNO_02001	CDS	279	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
EHGHJBNO_02002	CDS	1449	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
EHGHJBNO_02003	CDS	6306	glgX	3.2.1.196		Glycogen debranching enzyme
EHGHJBNO_02004	CDS	942	ccpA_2		COG1609	Catabolite control protein A
EHGHJBNO_02005	CDS	747	tcyN_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
EHGHJBNO_02006	CDS	660	tcyB		COG0765	L-cystine transport system permease protein TcyB
EHGHJBNO_02007	CDS	804	tcyA		COG0834	L-cystine-binding protein TcyA
EHGHJBNO_02008	CDS	609				hypothetical protein
EHGHJBNO_02009	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
EHGHJBNO_02010	CDS	1893	pepO_2	3.4.24.-	COG3590	Neutral endopeptidase
EHGHJBNO_02011	CDS	840	mntD		COG1108	Manganese transport system membrane protein MntD
EHGHJBNO_02012	CDS	861	mntC		COG1108	Manganese transport system membrane protein MntC
EHGHJBNO_02013	CDS	771	mntB		COG1121	Manganese transport system ATP-binding protein MntB
EHGHJBNO_02014	CDS	924	mntA		COG0803	Manganese-binding lipoprotein MntA
EHGHJBNO_02015	CDS	660	mntR			HTH-type transcriptional regulator MntR
EHGHJBNO_02016	CDS	675				hypothetical protein
EHGHJBNO_02017	CDS	420				hypothetical protein
EHGHJBNO_02018	CDS	1341				hypothetical protein
EHGHJBNO_02019	CDS	738	agrA		COG3279	Accessory gene regulator protein A
EHGHJBNO_02020	CDS	186				hypothetical protein
EHGHJBNO_02021	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EHGHJBNO_02022	CDS	2202	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
EHGHJBNO_02023	CDS	2442				hypothetical protein
EHGHJBNO_02024	CDS	525				hypothetical protein
EHGHJBNO_02025	CDS	558				hypothetical protein
EHGHJBNO_02026	CDS	663	ydfK		COG1811	putative membrane protein YdfK
EHGHJBNO_02027	CDS	747	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EHGHJBNO_02028	CDS	954	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EHGHJBNO_02029	CDS	204				hypothetical protein
EHGHJBNO_02030	CDS	354				hypothetical protein
EHGHJBNO_02031	CDS	471				hypothetical protein
EHGHJBNO_02032	CDS	1287			COG2256	putative AAA domain-containing protein
EHGHJBNO_02033	tRNA	73				tRNA-Lys(ctt)
EHGHJBNO_02034	CDS	558				hypothetical protein
EHGHJBNO_02035	CDS	495				hypothetical protein
EHGHJBNO_02036	CDS	174				hypothetical protein
EHGHJBNO_02037	CDS	135				hypothetical protein
EHGHJBNO_02038	CDS	2172	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EHGHJBNO_02039	CDS	744	tcyN_3	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
EHGHJBNO_02040	CDS	804	yxeN			putative amino-acid permease protein YxeN
EHGHJBNO_02041	CDS	852	yxeM		COG0834	putative amino-acid-binding protein YxeM
EHGHJBNO_02042	CDS	687		2.4.2.-	COG2071	Putative glutamine amidotransferase
EHGHJBNO_02043	CDS	174				hypothetical protein
EHGHJBNO_02044	CDS	2541	mutS		COG0249	DNA mismatch repair protein MutS
EHGHJBNO_02045	CDS	441	argR_3		COG1438	Arginine regulator
EHGHJBNO_02046	CDS	1689	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EHGHJBNO_02047	CDS	915				hypothetical protein
EHGHJBNO_02048	CDS	525				hypothetical protein
EHGHJBNO_02049	CDS	183				hypothetical protein
EHGHJBNO_02050	CDS	1521	malQ_2	2.4.1.25	COG1640	4-alpha-glucanotransferase
EHGHJBNO_02051	CDS	1260	malX		COG2182	Maltose/maltodextrin-binding protein
EHGHJBNO_02052	CDS	1290				hypothetical protein
EHGHJBNO_02053	CDS	843	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
EHGHJBNO_02054	CDS	783				hypothetical protein
EHGHJBNO_02055	CDS	984	malR		COG1609	HTH-type transcriptional regulator MalR
EHGHJBNO_02056	CDS	2052	amyX	3.2.1.41	COG1523	Pullulanase
EHGHJBNO_02057	CDS	453			COG1780	Putative NrdI-like protein
EHGHJBNO_02058	CDS	933				hypothetical protein
EHGHJBNO_02059	CDS	1752	aspS	6.1.1.12		Aspartate--tRNA ligase
EHGHJBNO_02060	CDS	453	elaA		COG2153	Protein ElaA
EHGHJBNO_02061	CDS	912	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EHGHJBNO_02062	CDS	1014				hypothetical protein
EHGHJBNO_02063	CDS	2403	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
EHGHJBNO_02064	CDS	480				hypothetical protein
EHGHJBNO_02065	CDS	2910				hypothetical protein
EHGHJBNO_02066	CDS	714	ypdB		COG3279	Transcriptional regulatory protein YpdB
EHGHJBNO_02067	CDS	1308				hypothetical protein
EHGHJBNO_02068	CDS	1347	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EHGHJBNO_02069	CDS	1518	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
EHGHJBNO_02070	CDS	450				hypothetical protein
EHGHJBNO_02071	CDS	612	rpsD		COG0522	30S ribosomal protein S4
EHGHJBNO_02072	CDS	252				hypothetical protein
EHGHJBNO_02073	CDS	1356	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
EHGHJBNO_02074	CDS	453	rplI			50S ribosomal protein L9
EHGHJBNO_02075	CDS	1962	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
EHGHJBNO_02076	CDS	1917	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EHGHJBNO_02077	CDS	462				hypothetical protein
EHGHJBNO_02078	CDS	432				hypothetical protein
EHGHJBNO_02079	CDS	453				hypothetical protein
EHGHJBNO_02080	CDS	327	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
EHGHJBNO_02081	CDS	390				hypothetical protein
EHGHJBNO_02082	CDS	1125	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
EHGHJBNO_02083	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
EHGHJBNO_02084	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
EHGHJBNO_02085	CDS	474				IS200/IS605 family transposase ISDha13
EHGHJBNO_02086	CDS	606				hypothetical protein
EHGHJBNO_02087	CDS	669	walR_2		COG0745	Transcriptional regulatory protein WalR
EHGHJBNO_02088	CDS	1383	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
EHGHJBNO_02089	CDS	561				hypothetical protein
EHGHJBNO_02090	CDS	795	ecfT_3		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
EHGHJBNO_02091	CDS	843	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
EHGHJBNO_02092	CDS	840	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
EHGHJBNO_02093	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EHGHJBNO_02094	CDS	855				hypothetical protein
EHGHJBNO_02095	CDS	1284				hypothetical protein
EHGHJBNO_02096	CDS	1254				hypothetical protein
EHGHJBNO_02097	CDS	384				hypothetical protein
EHGHJBNO_02098	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
EHGHJBNO_02099	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EHGHJBNO_02100	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
EHGHJBNO_02101	CDS	873				hypothetical protein
EHGHJBNO_02102	CDS	1623	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
EHGHJBNO_02103	CDS	2580				hypothetical protein
EHGHJBNO_02104	tRNA	75				tRNA-Asn(gtt)
EHGHJBNO_02105	tRNA	74				tRNA-Glu(ttc)
EHGHJBNO_02106	tRNA	74				tRNA-Arg(tct)
EHGHJBNO_02107	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EHGHJBNO_02108	CDS	1179	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
EHGHJBNO_02109	CDS	765	spo0J		COG1475	Stage 0 sporulation protein J
